latitude,longitude,datetime
71.17898,-145.12105,2021-03-06 23:50:26
71.17919,-145.12434,2021-03-07 00:00:26
71.1794,-145.12758,2021-03-07 00:10:26
71.17961,-145.13078,2021-03-07 00:20:26
71.17982,-145.13399,2021-03-07 00:30:26
71.18001,-145.13718,2021-03-07 00:40:26
71.18021,-145.14034,2021-03-07 00:50:26
71.18039,-145.14346,2021-03-07 01:00:27
71.18057,-145.14655,2021-03-07 01:10:26
71.18076,-145.1496,2021-03-07 01:20:26
71.18096,-145.15282,2021-03-07 01:30:55
71.18114,-145.15567,2021-03-07 01:40:26
71.18132,-145.15866,2021-03-07 01:50:27
71.18152,-145.16161,2021-03-07 02:00:26
71.1817,-145.16455,2021-03-07 02:10:26
71.18189,-145.16747,2021-03-07 02:20:26
71.18208,-145.17036,2021-03-07 02:30:26
71.18228,-145.17325,2021-03-07 02:40:26
71.18247,-145.17613,2021-03-07 02:50:26
71.18267,-145.17899,2021-03-07 03:00:26
71.18288,-145.18192,2021-03-07 03:10:26
71.18308,-145.18478,2021-03-07 03:20:26
71.18329,-145.18765,2021-03-07 03:30:26
71.18349,-145.19051,2021-03-07 03:40:27
71.18372,-145.19333,2021-03-07 03:50:26
71.18395,-145.19627,2021-03-07 04:00:55
71.18416,-145.19894,2021-03-07 04:10:26
71.18437,-145.2018,2021-03-07 04:20:26
71.18459,-145.20464,2021-03-07 04:30:26
71.18481,-145.2075,2021-03-07 04:40:26
71.18504,-145.21034,2021-03-07 04:50:27
71.18527,-145.2132,2021-03-07 05:00:26
71.18551,-145.21605,2021-03-07 05:10:26
71.18575,-145.21889,2021-03-07 05:20:26
71.18595,-145.22173,2021-03-07 05:30:28
71.18619,-145.22462,2021-03-07 05:40:27
71.18643,-145.22749,2021-03-07 05:50:26
71.18668,-145.23038,2021-03-07 06:00:26
71.18693,-145.23328,2021-03-07 06:10:26
71.18717,-145.23618,2021-03-07 06:20:27
71.18743,-145.23912,2021-03-07 06:30:34
71.18768,-145.24202,2021-03-07 06:40:25
71.18793,-145.24495,2021-03-07 06:50:25
71.18819,-145.24791,2021-03-07 07:00:25
71.18845,-145.2509,2021-03-07 07:10:26
71.18871,-145.25391,2021-03-07 07:20:27
71.18898,-145.25696,2021-03-07 07:30:26
71.18924,-145.26003,2021-03-07 07:40:26
71.18951,-145.26309,2021-03-07 07:50:26
71.18977,-145.26614,2021-03-07 08:00:26
71.19001,-145.26923,2021-03-07 08:10:26
71.19028,-145.27229,2021-03-07 08:20:26
71.19057,-145.27541,2021-03-07 08:30:26
71.19084,-145.27853,2021-03-07 08:40:26
71.19111,-145.28166,2021-03-07 08:50:26
71.19135,-145.28479,2021-03-07 09:00:25
71.19163,-145.28798,2021-03-07 09:10:26
71.1919,-145.29111,2021-03-07 09:20:24
71.19219,-145.29428,2021-03-07 09:30:25
71.19245,-145.29738,2021-03-07 09:40:24
71.19273,-145.30055,2021-03-07 09:50:25
71.19303,-145.30385,2021-03-07 10:00:54
71.1933,-145.30682,2021-03-07 10:10:26
71.19359,-145.30997,2021-03-07 10:20:25
71.19387,-145.3131,2021-03-07 10:30:25
71.19415,-145.31622,2021-03-07 10:40:25
71.1944,-145.31934,2021-03-07 10:50:26
71.19466,-145.32239,2021-03-07 11:00:25
71.19491,-145.32542,2021-03-07 11:10:25
71.19517,-145.32846,2021-03-07 11:20:25
71.19542,-145.3315,2021-03-07 11:30:25
71.19566,-145.33455,2021-03-07 11:40:25
71.1959,-145.33754,2021-03-07 11:50:24
71.19611,-145.3405,2021-03-07 12:00:25
71.19633,-145.34343,2021-03-07 12:10:25
71.19654,-145.34633,2021-03-07 12:20:25
71.19674,-145.34921,2021-03-07 12:30:25
71.19695,-145.35205,2021-03-07 12:40:25
71.19714,-145.35486,2021-03-07 12:50:25
71.19734,-145.35764,2021-03-07 13:00:25
71.19753,-145.36041,2021-03-07 13:10:25
71.19771,-145.36316,2021-03-07 13:20:25
71.19789,-145.36589,2021-03-07 13:30:26
71.19809,-145.3687,2021-03-07 13:40:55
71.19827,-145.37123,2021-03-07 13:50:27
71.19844,-145.37387,2021-03-07 14:00:26
71.19862,-145.37653,2021-03-07 14:10:26
71.19879,-145.37918,2021-03-07 14:20:26
71.19896,-145.38181,2021-03-07 14:30:26
71.19913,-145.3844,2021-03-07 14:40:26
71.1993,-145.38695,2021-03-07 14:50:26
71.19947,-145.38948,2021-03-07 15:00:27
71.19963,-145.392,2021-03-07 15:10:26
71.19978,-145.39459,2021-03-07 15:20:25
71.19993,-145.39719,2021-03-07 15:30:26
71.20009,-145.39973,2021-03-07 15:40:26
71.20023,-145.40219,2021-03-07 15:50:26
